bootstrap_id,is_bootstrap,label_ratio,macro_f1,original_mean,original_std,strategy,f1_gain,relative_improvement,efficiency,performance_retention
67,True,0,16.20423947747043,15.0,1.2,zero_shot,1.2042394774704306,8.028263183136204,0.0,19.452868520372665
68,True,0,15.433963230057161,15.0,1.2,zero_shot,0.4339632300571612,2.8930882003810745,0.0,18.528167142925763
69,True,0,14.22585629447385,15.0,1.2,zero_shot,-0.77414370552615,-5.1609580368409995,0.0,17.077858696847358
70,True,0,15.433674726610096,15.0,1.2,zero_shot,0.43367472661009643,2.8911648440673097,0.0,18.52782080025222
71,True,0,16.845643879759162,15.0,1.2,zero_shot,1.8456438797591623,12.30429253172775,0.0,20.22286180043117
72,True,0,14.957008753068058,15.0,1.2,zero_shot,-0.04299124693194223,-0.28660831287961486,0.0,17.95559274077798
73,True,0,16.87757238697681,15.0,1.2,zero_shot,1.8775723869768086,12.517149246512057,0.0,20.261191340908535
74,True,0,11.856305875092307,15.0,1.2,zero_shot,-3.143694124907693,-20.957960832717955,0.0,14.233260354252469
75,True,0,15.986283005250268,15.0,1.2,zero_shot,0.986283005250268,6.575220035001787,0.0,19.191216092737417
76,True,0,15.104456481885805,15.0,1.2,zero_shot,0.10445648188580492,0.6963765459053661,0.0,18.1326008185904
77,True,0,14.641191179440959,15.0,1.2,zero_shot,-0.35880882055904095,-2.3920588037269397,0.0,17.576459999328883
78,True,0,15.110112931842602,15.0,1.2,zero_shot,0.11011293184260218,0.7340862122840145,0.0,18.13939127472101
79,True,0,12.61491730247893,15.0,1.2,zero_shot,-2.385082697521071,-15.900551316807137,0.0,15.14395834631324
80,True,0,14.736393734594985,15.0,1.2,zero_shot,-0.26360626540501464,-1.7573751027000977,0.0,17.690748781026393
81,True,0,15.428535085814095,15.0,1.2,zero_shot,0.4285350858140955,2.85690057209397,0.0,18.521650763282228
82,True,0,16.773472853689817,15.0,1.2,zero_shot,1.7734728536898174,11.823152357932116,0.0,20.136221913193058
83,True,0,14.378075738071622,15.0,1.2,zero_shot,-0.6219242619283776,-4.1461617461891835,0.0,17.260595123735442
84,True,0,14.029807676528176,15.0,1.2,zero_shot,-0.9701923234718244,-6.467948823145496,0.0,16.84250621431954
85,True,0,14.397891547698556,15.0,1.2,zero_shot,-0.6021084523014437,-4.0140563486762915,0.0,17.28438361068254
86,True,0,16.09848254124249,15.0,1.2,zero_shot,1.0984825412424897,7.3232169416165975,0.0,19.32590941325629
87,True,0,15.394501331591622,15.0,1.2,zero_shot,0.3945013315916217,2.630008877277478,0.0,18.480793915476138
88,True,0,14.364287755479554,15.0,1.2,zero_shot,-0.6357122445204464,-4.23808163013631,0.0,17.244042923744964
89,True,0,15.615920919736027,15.0,1.2,zero_shot,0.6159209197360269,4.106139464906846,0.0,18.746603745181307
90,True,0,15.116493059217648,15.0,1.2,zero_shot,0.11649305921764785,0.776620394784319,0.0,18.147050491257684
91,True,0,16.162373988639466,15.0,1.2,zero_shot,1.162373988639466,7.749159924263107,0.0,19.40260983029948
92,True,0,14.157536287347178,15.0,1.2,zero_shot,-0.8424637126528225,-5.616424751018816,0.0,16.99584188156924
93,True,0,14.606805424082678,15.0,1.2,zero_shot,-0.3931945759173221,-2.6212971727821475,0.0,17.53518058113167
94,True,0,14.52947021624141,15.0,1.2,zero_shot,-0.47052978375858956,-3.1368652250572637,0.0,17.44234119596808
95,True,0,13.243782062241458,15.0,1.2,zero_shot,-1.7562179377585423,-11.708119585056949,0.0,15.898898033903311
96,True,0,15.355344332477491,15.0,1.2,zero_shot,0.3553443324774914,2.3689622165166093,0.0,18.433786713658453
97,True,0,15.313266326615867,15.0,1.2,zero_shot,0.3132663266158673,2.088442177439115,0.0,18.38327290109948
98,True,0,15.006136147970953,15.0,1.2,zero_shot,0.006136147970952521,0.040907653139683475,0.0,18.014569205247245
99,True,0,14.718495439949823,15.0,1.2,zero_shot,-0.2815045600501769,-1.8766970670011793,0.0,17.66926223283292
100,True,0,13.301555109539503,15.0,1.2,zero_shot,-1.6984448904604967,-11.322965936403312,0.0,15.968253432820534
101,True,0,14.495225612681569,15.0,1.2,zero_shot,-0.5047743873184309,-3.365162582122873,0.0,17.401231227708966
102,True,0,14.588742580167876,15.0,1.2,zero_shot,-0.4112574198321237,-2.741716132214158,0.0,17.513496494799373
103,True,0,14.037267276934058,15.0,1.2,zero_shot,-0.9627327230659422,-6.418218153772948,0.0,16.85146131684761
104,True,0,14.806457146000788,15.0,1.2,zero_shot,-0.19354285399921167,-1.2902856933280777,0.0,17.77485851860839
105,True,0,15.484861028177447,15.0,1.2,zero_shot,0.4848610281774466,3.2324068545163107,0.0,18.58926894138949
106,True,0,17.263423081452636,15.0,1.2,zero_shot,2.263423081452636,15.089487209684242,0.0,20.724397456725853
107,True,0,15.209493375398207,15.0,1.2,zero_shot,0.2094933753982069,1.3966225026547125,0.0,18.258695528689326
108,True,0,15.309060468867317,15.0,1.2,zero_shot,0.3090604688673171,2.0604031257821136,0.0,18.378223852181655
109,True,0,14.9106649010806,15.0,1.2,zero_shot,-0.08933509891940083,-0.5955673261293388,0.0,17.8999578644425
110,True,0,12.69747454164115,15.0,1.2,zero_shot,-2.3025254583588506,-15.350169722392337,0.0,15.243066676640035
111,True,0,14.96818334946094,15.0,1.2,zero_shot,-0.03181665053906002,-0.21211100359373344,0.0,17.96900762240209
112,True,0,15.072276251929232,15.0,1.2,zero_shot,0.0722762519292317,0.48184167952821133,0.0,18.09396908995106
113,True,0,17.955890534982345,15.0,1.2,zero_shot,2.9558905349823448,19.7059368998823,0.0,21.555690918346155
114,True,0,14.769166842262653,15.0,1.2,zero_shot,-0.23083315773734725,-1.5388877182489817,0.0,17.73009224761423
115,True,0,15.361856810800335,15.0,1.2,zero_shot,0.3618568108003348,2.412378738668899,0.0,18.441604814886357
116,True,0,14.958345876353707,15.0,1.2,zero_shot,-0.04165412364629262,-0.27769415764195077,0.0,17.957197930796767
117,True,0,13.597586354856562,15.0,1.2,zero_shot,-1.4024136451434384,-9.349424300956256,0.0,16.323633079059498
118,True,0,16.371387377418024,15.0,1.2,zero_shot,1.3713873774180243,9.142582516120163,0.0,19.65352626340699
119,True,0,15.902319639224128,15.0,1.2,zero_shot,0.9023196392241282,6.015464261494188,0.0,19.09041973496294
120,True,0,15.949238336451657,15.0,1.2,zero_shot,0.949238336451657,6.32825557634438,0.0,19.14674470162264
121,True,0,13.908735054246314,15.0,1.2,zero_shot,-1.0912649457536858,-7.275099638357905,0.0,16.697160929467366
122,True,0,16.68335317312332,15.0,1.2,zero_shot,1.6833531731233187,11.22235448748879,0.0,20.028035021756686
123,True,0,13.317778724649262,15.0,1.2,zero_shot,-1.682221275350738,-11.214808502338252,0.0,15.987729561403677
124,True,0,15.704228512560324,15.0,1.2,zero_shot,0.7042285125603236,4.694856750402157,0.0,18.85261526117686
125,True,0,17.628546750971974,15.0,1.2,zero_shot,2.6285467509719744,17.52364500647983,0.0,21.162721189642227
126,True,0,13.811356409843174,15.0,1.2,zero_shot,-1.1886435901568255,-7.924290601045504,0.0,16.5802597957301
127,True,0,14.320442724476674,15.0,1.2,zero_shot,-0.6795572755233259,-4.530381836822173,0.0,17.191407832505014
128,True,0,15.119581638105169,15.0,1.2,zero_shot,0.11958163810516886,0.7972109207011256,0.0,18.15075826903382
129,True,0,14.39582921506056,15.0,1.2,zero_shot,-0.6041707849394395,-4.027805232929596,0.0,17.281907821201152
130,True,0,13.13920388272064,15.0,1.2,zero_shot,-1.8607961172793601,-12.405307448529067,0.0,15.773354000865114
131,True,0,15.082275569767233,15.0,1.2,zero_shot,0.08227556976723349,0.5485037984482233,0.0,18.105973072949862
132,True,0,13.725235543528674,15.0,1.2,zero_shot,-1.2747644564713259,-8.498429709808839,0.0,16.476873401595046
133,True,0,15.568310916762218,15.0,1.2,zero_shot,0.5683109167622185,3.788739445081456,0.0,18.68944887966653
134,True,0,13.896690918919436,15.0,1.2,zero_shot,-1.103309081080564,-7.355393873870426,0.0,16.682702183576755
135,True,0,16.85992128602105,15.0,1.2,zero_shot,1.8599212860210486,12.399475240140324,0.0,20.240001543842794
136,True,0,14.060096049196515,15.0,1.2,zero_shot,-0.939903950803485,-6.266026338689899,0.0,16.878866805758122
137,True,0,14.613526180553189,15.0,1.2,zero_shot,-0.38647381944681136,-2.576492129645409,0.0,17.543248716150288
138,True,0,15.976220660843603,15.0,1.2,zero_shot,0.9762206608436035,6.508137738957356,0.0,19.17913644759136
139,True,0,13.522962820279254,15.0,1.2,zero_shot,-1.477037179720746,-9.84691453147164,0.0,16.23404900393668
140,True,0,15.272951921524955,15.0,1.2,zero_shot,0.27295192152495495,1.8196794768330329,0.0,18.334876256332482
141,True,0,16.568571305138914,15.0,1.2,zero_shot,1.5685713051389136,10.457142034259425,0.0,19.89024166283183
142,True,0,13.071020118526526,15.0,1.2,zero_shot,-1.9289798814734738,-12.859865876489826,0.0,15.691500742528843
143,True,0,15.221560630238764,15.0,1.2,zero_shot,0.2215606302387645,1.47707086825843,0.0,18.273182029098155
144,True,0,15.311859353098109,15.0,1.2,zero_shot,0.3118593530981091,2.079062353987394,0.0,18.381583857260637
145,True,0,15.938187446132773,15.0,1.2,zero_shot,0.9381874461327726,6.254582974218484,0.0,19.133478326690003
146,True,0,13.515659146946302,15.0,1.2,zero_shot,-1.4843408530536983,-9.895605687024656,0.0,16.22528108877107
147,True,0,13.415452064298869,15.0,1.2,zero_shot,-1.5845479357011314,-10.563652904674209,0.0,16.104984470947024
148,True,0,15.626329878740277,15.0,1.2,zero_shot,0.6263298787402771,4.17553252493518,0.0,18.759099494286048
149,True,0,15.356381607879824,15.0,1.2,zero_shot,0.35638160787982365,2.375877385865491,0.0,18.435031942232683
150,True,0,15.300591420415051,15.0,1.2,zero_shot,0.30059142041505105,2.003942802767007,0.0,18.36805692726897
151,True,0,15.41573785139637,15.0,1.2,zero_shot,0.4157378513963703,2.771585675975802,0.0,18.506287936850384
152,True,0,14.183970334105812,15.0,1.2,zero_shot,-0.8160296658941881,-5.440197772627921,0.0,17.027575431099415
153,True,0,15.278704436593204,15.0,1.2,zero_shot,0.27870443659320365,1.8580295772880242,0.0,18.341782036726535
154,True,0,15.351686967958418,15.0,1.2,zero_shot,0.35168696795841825,2.344579786389455,0.0,18.429396119998103
155,True,0,14.14277829836836,15.0,1.2,zero_shot,-0.8572217016316408,-5.714811344210938,0.0,16.97812520812528
156,True,0,17.238929413373707,15.0,1.2,zero_shot,2.2389294133737074,14.92619608915805,0.0,20.694993293365798
157,True,0,15.568599505094145,15.0,1.2,zero_shot,0.568599505094145,3.7906633672943,0.0,18.689795324242674
158,True,0,13.570435803356823,15.0,1.2,zero_shot,-1.4295641966431774,-9.530427977621182,0.0,16.291039379780102
159,True,0,15.787864330360595,15.0,1.2,zero_shot,0.7878643303605948,5.2524288690706324,0.0,18.953018403794232
160,True,0,13.830381995727214,15.0,1.2,zero_shot,-1.1696180042727864,-7.797453361818577,0.0,16.603099634726547
161,True,0,15.944501524490942,15.0,1.2,zero_shot,0.944501524490942,6.296676829939614,0.0,19.141058252690208
162,True,0,16.390314694808886,15.0,1.2,zero_shot,1.390314694808886,9.26876463205924,0.0,19.676248133023876
163,True,0,14.015181217977947,15.0,1.2,zero_shot,-0.9848187820220531,-6.565458546813688,0.0,16.824947440549757
164,True,0,16.156051355093187,15.0,1.2,zero_shot,1.1560513550931866,7.707009033954577,0.0,19.39501963396541
165,True,0,15.495337112323798,15.0,1.2,zero_shot,0.4953371123237975,3.302247415491984,0.0,18.601845272897716
166,True,0,15.986472191993387,15.0,1.2,zero_shot,0.9864721919933874,6.5764812799559165,0.0,19.191443207675135
167,True,0,17.276151579184738,15.0,1.2,zero_shot,2.276151579184738,15.174343861231588,0.0,20.739677766128136
168,True,0,14.705534260796556,15.0,1.2,zero_shot,-0.294465739203444,-1.9631049280229598,0.0,17.653702593993465
169,True,0,14.095516602771013,15.0,1.2,zero_shot,-0.9044833972289865,-6.02988931485991,0.0,16.921388478716704
170,True,0,13.932582684449372,15.0,1.2,zero_shot,-1.0674173155506281,-7.116115437004187,0.0,16.72578953715411
171,True,0,14.021027658041474,15.0,1.2,zero_shot,-0.9789723419585261,-6.526482279723507,0.0,16.831965976040188
172,True,0,14.907477948703075,15.0,1.2,zero_shot,-0.0925220512969247,-0.6168136753128314,0.0,17.89613199124019
173,True,0,15.409382369779973,15.0,1.2,zero_shot,0.4093823697799728,2.729215798533152,0.0,18.49865830705879
174,True,0,15.332028959196023,15.0,1.2,zero_shot,0.33202895919602327,2.213526394640155,0.0,18.405797069863176
175,True,0,15.992619898843229,15.0,1.2,zero_shot,0.9926198988432287,6.61746599228819,0.0,19.198823407975066
176,True,0,15.015602270253488,15.0,1.2,zero_shot,0.01560227025348837,0.10401513502325581,0.0,18.025933097543202
177,True,0,16.74424089258878,15.0,1.2,zero_shot,1.7442408925887811,11.62827261725854,0.0,20.101129522915702
178,True,0,14.682411800114453,15.0,1.2,zero_shot,-0.317588199885547,-2.1172546659036464,0.0,17.625944537952527
179,True,0,18.264202999907543,15.0,1.2,zero_shot,3.2642029999075426,21.76135333271695,0.0,21.925813925459238
180,True,0,15.750800817318007,15.0,1.2,zero_shot,0.750800817318007,5.005338782120047,0.0,18.908524390537824
181,True,0,13.971410932300461,15.0,1.2,zero_shot,-1.0285890676995386,-6.857260451330258,0.0,16.772402079592393
182,True,0,13.714929002326665,15.0,1.2,zero_shot,-1.2850709976733352,-8.567139984488902,0.0,16.464500603033212
183,True,0,15.578966898291823,15.0,1.2,zero_shot,0.5789668982918226,3.859779321945484,0.0,18.702241174419957
184,True,0,14.73184465760898,15.0,1.2,zero_shot,-0.26815534239102057,-1.7877022826068036,0.0,17.68528770421246
185,True,0,15.85680059291051,15.0,1.2,zero_shot,0.8568005929105098,5.712003952736732,0.0,19.035775021501212
186,True,0,15.567885149488253,15.0,1.2,zero_shot,0.5678851494882533,3.785900996588355,0.0,18.6889377544877
187,True,0,14.912605304811752,15.0,1.2,zero_shot,-0.08739469518824805,-0.582631301254987,0.0,17.902287280686377
188,True,0,13.983847538317914,15.0,1.2,zero_shot,-1.0161524616820863,-6.7743497445472425,0.0,16.787331978773008
189,True,0,13.182183330376962,15.0,1.2,zero_shot,-1.8178166696230385,-12.118777797486922,0.0,15.824949976442932
190,True,0,14.464182057519574,15.0,1.2,zero_shot,-0.5358179424804259,-3.5721196165361726,0.0,17.363964054645347
191,True,0,16.027678553188167,15.0,1.2,zero_shot,1.0276785531881671,6.851190354587781,0.0,19.24091062807703
192,True,0,15.256912492956245,15.0,1.2,zero_shot,0.2569124929562445,1.7127499530416301,0.0,18.315621240043512
193,True,0,13.505113465545614,15.0,1.2,zero_shot,-1.4948865344543858,-9.965910229695906,0.0,16.21262120713759
194,True,0,15.207817111021418,15.0,1.2,zero_shot,0.2078171110214182,1.3854474068094547,0.0,18.256683206508306
195,True,0,15.462380855674605,15.0,1.2,zero_shot,0.4623808556746045,3.0825390378306965,0.0,18.56228193958536
196,True,0,13.93937107655864,15.0,1.2,zero_shot,-1.0606289234413602,-7.0708594896090675,0.0,16.733938867417336
197,True,0,15.184470127134633,15.0,1.2,zero_shot,0.18447012713463273,1.2298008475642184,0.0,18.228655614807483
198,True,0,15.0698504621352,15.0,1.2,zero_shot,0.06985046213520008,0.46566974756800056,0.0,18.091056977353183
199,True,0,13.628435642603252,15.0,1.2,zero_shot,-1.371564357396748,-9.143762382644987,0.0,16.360667037939077
200,True,0,15.42934483241794,15.0,1.2,zero_shot,0.4293448324179394,2.8622988827862628,0.0,18.522622848040744
201,True,0,15.672941431641881,15.0,1.2,zero_shot,0.6729414316418811,4.486276210945874,0.0,18.815055740266367
202,True,0,16.299661491810333,15.0,1.2,zero_shot,1.2996614918103333,8.664409945402223,0.0,19.56742075847579
203,True,0,16.264562462441884,15.0,1.2,zero_shot,1.2645624624418836,8.430416416279224,0.0,19.525285068957846
204,True,0,13.346796758451491,15.0,1.2,zero_shot,-1.6532032415485087,-11.021354943656725,0.0,16.022565136196267
205,True,0,13.874609952101853,15.0,1.2,zero_shot,-1.1253900478981471,-7.5026003193209805,0.0,16.65619442029034
206,True,0,15.618042320650392,15.0,1.2,zero_shot,0.6180423206503924,4.120282137669283,0.0,18.749150444958453
207,True,0,15.61654314109465,15.0,1.2,zero_shot,0.6165431410946507,4.110287607297671,0.0,18.74735070959742
208,True,0,15.618057223567257,15.0,1.2,zero_shot,0.6180572235672575,4.120381490448383,0.0,18.749168335614954
209,True,0,19.623277788785664,15.0,1.2,zero_shot,4.623277788785664,30.82185192523776,0.0,23.557356289058422
210,True,0,15.6850686128318,15.0,1.2,zero_shot,0.6850686128318006,4.567124085545338,0.0,18.82961418107059
211,True,0,16.362678768216718,15.0,1.2,zero_shot,1.3626787682167176,9.084525121444784,0.0,19.64307175056029
212,True,0,16.144802116191844,15.0,1.2,zero_shot,1.144802116191844,7.6320141079456265,0.0,19.38151514548841
213,True,0,15.781669501566958,15.0,1.2,zero_shot,0.7816695015669577,5.211130010446385,0.0,18.945581634534165
214,True,0,14.621676906431585,15.0,1.2,zero_shot,-0.3783230935684152,-2.522153957122768,0.0,17.55303350111835
215,True,0,15.91076306459192,15.0,1.2,zero_shot,0.9107630645919205,6.071753763946137,0.0,19.10055589987025
216,True,0,14.072609742554913,15.0,1.2,zero_shot,-0.9273902574450865,-6.182601716300576,0.0,16.8938892467646
217,True,0,14.715817671911989,15.0,1.2,zero_shot,-0.28418232808801136,-1.8945488539200757,0.0,17.666047625344525
218,True,0,14.417563742605076,15.0,1.2,zero_shot,-0.5824362573949244,-3.88290838263283,0.0,17.307999691002493
219,True,0,15.098248967263586,15.0,1.2,zero_shot,0.09824896726358645,0.6549931150905763,0.0,18.1251488202444
220,True,0,17.777590280008212,15.0,1.2,zero_shot,2.777590280008212,18.51726853338808,0.0,21.34164499400746
221,True,0,12.759281768889903,15.0,1.2,zero_shot,-2.2407182311100975,-14.938121540733984,0.0,15.317265028679355
222,True,0,15.823512228449417,15.0,1.2,zero_shot,0.8235122284494167,5.490081522996112,0.0,18.995812999339037
223,True,0,13.064740954572418,15.0,1.2,zero_shot,-1.935259045427582,-12.901726969517213,0.0,15.683962730579134
224,True,0,14.43368176105268,15.0,1.2,zero_shot,-0.5663182389473196,-3.775454926315464,0.0,17.327349052884372
225,True,0,16.30674071636084,15.0,1.2,zero_shot,1.3067407163608387,8.711604775738925,0.0,19.575919227323936
226,True,0,15.077136022914555,15.0,1.2,zero_shot,0.07713602291455501,0.5142401527637,0.0,18.09980314875697
227,True,0,13.706706266484833,15.0,1.2,zero_shot,-1.293293733515167,-8.621958223434447,0.0,16.454629371530412
228,True,0,14.141635548888038,15.0,1.2,zero_shot,-0.8583644511119619,-5.722429674079746,0.0,16.97675336000965
229,True,0,15.81551729872161,15.0,1.2,zero_shot,0.8155172987216108,5.436781991477405,0.0,18.98621524456376
230,True,0,14.123560041939436,15.0,1.2,zero_shot,-0.8764399580605637,-5.842933053737092,0.0,16.95505407195611
231,True,0,15.25975030749837,15.0,1.2,zero_shot,0.25975030749837025,1.7316687166558018,0.0,18.31902798019012
232,True,0,15.054686207884577,15.0,1.2,zero_shot,0.05468620788457734,0.3645747192305156,0.0,18.072852590497693
233,True,0,14.21807958287302,15.0,1.2,zero_shot,-0.7819204171269796,-5.2128027808465305,0.0,17.06852290861107
234,True,0,17.572732907190392,15.0,1.2,zero_shot,2.5727329071903924,17.151552714602616,0.0,21.095717775738766
235,True,0,15.760702826781614,15.0,1.2,zero_shot,0.760702826781614,5.071352178544094,0.0,18.92041155676064
236,True,0,12.569828896010872,15.0,1.2,zero_shot,-2.430171103989128,-16.201140693260854,0.0,15.089830607456028
237,True,0,15.223745177723313,15.0,1.2,zero_shot,0.2237451777233126,1.4916345181554174,0.0,18.275804535082006
